metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.8469731406,-0.01489887045,0.003509843993,0.1227319414,0.007094190146,0.009900990099,0,3
kendall,0.7074638812,-0.01159600869,0.00278897419,0.09467219593,0.005594705537,0.009900990099,0,3
probe_r2,0.8782052135,-0.3375069511,0.003248386404,0.1484670586,0.006966106712,0.009900990099,0,3
monotone_fraction,0.8333333333,0.3451388889,0.002055367851,0.06835368025,0.001492747239,0.009900990099,0,3
midpoint_residual_median,0.7114262725,0.8239619838,0.003196188956,0.0385109678,0.003402826224,0.009900990099,0,3
pc1_frac_centroids,0.7647029033,0.5985314962,0.009090975663,0.0562781204,0.002522859121,0.02310231023,0.0151240122,3
