metric,observed,null_mean,null_sd,p_value
spearman,0.7391236512,-0.01475610173,0.127173308,0.009900990099
kendall,0.5826420777,-0.01158127425,0.09822417778,0.009900990099
probe_r2,0.8298266857,-0.4727244675,0.1761941536,0.009900990099
monotone_fraction,0.5833333333,0.31875,0.05685129662,0.009900990099
midpoint_residual_median,0.7458265502,0.8344515528,0.03154182681,0.009900990099
pc1_frac_centroids,0.7576465126,0.6240633056,0.06763083271,0.0495049505
