perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
0,0.01636838794,0.01220854064,-0.2414180856,0.3611111111,0.8052666119,0.6722628108
1,0.0843881334,0.06662074335,-0.3825800737,0.3055555556,0.8416202727,0.6475459867
2,0.1440418139,0.1128237549,-0.2673862599,0.3194444444,0.8166320053,0.6394587324
3,-0.1539537822,-0.1200857317,-0.375944127,0.4166666667,0.8646324432,0.6507336661
4,0.04328529256,0.03199479617,-0.3355786652,0.2777777778,0.8593337612,0.5267384978
5,0.01309471036,0.008524929243,-0.4656018811,0.2361111111,0.8523780949,0.5481687911
6,0.06420045494,0.0502023611,-0.4512293899,0.3333333333,0.8217406302,0.6554270864
7,0.1148515221,0.08788044343,-0.3714867907,0.2222222222,0.8400339304,0.6700478022
8,-0.06774693899,-0.05167580566,-0.5249664853,0.4166666667,0.8286582848,0.5868557505
9,0.003455548566,0.002631151001,-0.07368123782,0.2916666667,0.8429497395,0.5584000954
10,0.07929574604,0.05956925866,-0.4054545596,0.3472222222,0.8162261929,0.629411561
11,-0.1614104922,-0.1217696683,-0.5295399856,0.3472222222,0.8852729085,0.5634540351
12,-0.006638290666,-0.006209516362,-0.4907174756,0.4444444444,0.819494991,0.5927779968
13,-0.1374944587,-0.1057722702,-0.4997649811,0.3472222222,0.8637194502,0.6189309578
14,0.2476173354,0.1888113958,-0.4471972719,0.3055555556,0.8822489185,0.7033940589
15,-0.06338203554,-0.04957088486,-0.409579407,0.3055555556,0.8454919944,0.6280327589
16,0.08666152062,0.06693648147,-0.1284266494,0.4722222222,0.8341963191,0.5685703366
17,0.1000290374,0.07556665675,-0.448591294,0.2361111111,0.8556284732,0.6150533154
18,0.01482248464,0.010524604,-0.5874370443,0.4027777778,0.8849257277,0.6355172546
19,0.06783787448,0.05325449626,-0.1152541314,0.3888888889,0.8446575088,0.5991187844
20,0.09766471473,0.07556665675,-0.6209274171,0.3055555556,0.8392716067,0.5876643639
21,-0.01127600058,-0.008209191123,-0.5210631355,0.375,0.8527484859,0.505008458
22,0.09248139188,0.07040960079,-0.5150153189,0.3055555556,0.8379421399,0.6148867603
23,0.1176705222,0.09030110236,-0.2193858968,0.2777777778,0.8335098681,0.6303977309
24,0.0629273581,0.04778170218,-0.2507767071,0.3888888889,0.8603851189,0.585350371
25,0.1078494895,0.08146043499,-0.3064561185,0.2777777778,0.8353671799,0.5948808639
26,-0.1608648793,-0.1241903272,-0.4096359079,0.3472222222,0.8400339304,0.5197043975
27,-0.03273677589,-0.02620626397,-0.2543799427,0.3611111111,0.8454919944,0.6458963734
28,-0.01454967817,-0.01126132628,-0.8042915119,0.3611111111,0.8341916109,0.6269207016
29,-0.1502254271,-0.1148234297,-0.4758267078,0.3888888889,0.8669940367,0.5697499513
30,-0.03046338867,-0.02220691445,-0.32945063,0.4027777778,0.7789848746,0.6076430117
31,0.1415865557,0.1093506356,-0.07500749525,0.2638888889,0.8056432191,0.6216628557
32,0.1644113633,0.1295578753,-0.2467041454,0.3194444444,0.8637436584,0.5948829367
33,-0.1610467503,-0.1258742639,-0.4506508558,0.3055555556,0.8371902832,0.5694169503
34,0.09048081114,0.07104107703,-0.3427809211,0.3055555556,0.8506703256,0.6441576822
35,0.1085769734,0.08377584787,-0.6735631902,0.2916666667,0.8771674857,0.598549519
36,0.07538552003,0.05977975074,-0.4536295889,0.2916666667,0.8524476608,0.5620236729
37,-0.1765967188,-0.1354516535,-0.4786694757,0.4027777778,0.9306688571,0.7090974508
38,0.02273387214,0.01915477929,-0.5220749338,0.3055555556,0.8346048562,0.5620427172
39,-0.1367669748,-0.1037725955,-0.2488903129,0.4027777778,0.8644652027,0.595957181
40,-0.1846899773,-0.1423978922,-0.4391616534,0.3888888889,0.8726545786,0.642305931
41,-0.0803869719,-0.06304237799,-0.3431519752,0.4861111111,0.8253871175,0.5450501667
42,0.06738319704,0.0544122027,-0.1379600709,0.4305555556,0.8379421399,0.5215738536
43,-0.02791719499,-0.02231216049,-0.1931973419,0.25,0.8932172217,0.575684227
44,0.1166702318,0.08840667364,-0.1338272461,0.4444444444,0.8258640984,0.5799587093
45,-0.1551359435,-0.1220854064,-0.3184950762,0.4166666667,0.8201823025,0.5312545595
46,0.1144877801,0.08682798303,-0.1571965907,0.3055555556,0.8523780949,0.6732457531
47,0.1557724919,0.1224011446,-0.2633154929,0.3472222222,0.80503922,0.6115715027
48,-0.1060307797,-0.07977649835,-0.4672106331,0.4305555556,0.8774902796,0.6135335045
