scenario_id,span,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
politeness-apology-003,110.4888784,0.6099021388,-0.01998714598,0.6095745507,1.219149101,78.68412903,4.575255575,-0.1962177676
politeness-apology-013,119.3272232,0.5783996095,0.2066070098,0.5402403648,1.08048073,81.10551501,4.438662401,-0.1546152895
politeness-apology-043,111.9271538,0.7296373732,-0.04682693614,0.7281331845,1.456266369,68.80366303,5.232279564,-0.361564964
politeness-apology-057,109.5514987,0.5967388469,0.1850151321,0.5673329289,1.134665858,79.40743731,4.533580382,-0.1838237585
politeness-apology-065,107.0022853,0.7751713812,-0.09998993779,0.768695442,1.537390884,65.46446185,5.499166873,-0.4152575734
politeness-apology-067,98.76105341,0.8640571826,-0.03647948125,0.8632867787,1.726573557,60.09087829,5.990925915,-0.4986257467
politeness-apology-081,103.7701648,0.626914192,0.3252280377,0.5359553411,1.071910682,75.05860463,4.796252232,-0.2578309186
politeness-apology-098,100.0994591,0.6412198268,0.2631888226,0.5847174616,1.169434923,74.59045137,4.826355028,-0.2657167851
politeness-bad-news-delivery-020,85.4125392,0.6490951612,0.1992353983,0.6177619156,1.235523831,74.49965665,4.832237036,-0.2672441507
politeness-bad-news-delivery-028,125.1727613,0.5782508908,0.2926385735,0.4987351582,0.9974703163,80.39783833,4.47773233,-0.1668059465
politeness-bad-news-delivery-066,97.73079509,0.8421152539,0.3118387614,0.7822497604,1.564499521,59.58829213,6.041455245,-0.5062100004
politeness-bad-news-delivery-073,123.2952233,0.587971765,0.2833463746,0.515194748,1.030389496,79.47580013,4.529680726,-0.1826508041
politeness-complaint-030,119.6962847,0.8795925636,-0.1474863503,0.8671394665,1.734278933,58.87137215,6.115026487,-0.5169610984
politeness-complaint-032,104.0642621,0.7332327138,0.3787486055,0.6278373248,1.25567465,65.38613158,5.505754681,-0.4165008603
politeness-complaint-040,87.74602657,0.8902588918,0.3405890065,0.8225326882,1.645065376,56.59026614,6.361518058,-0.5506225626
politeness-complaint-049,125.2187842,0.7214925905,-0.09509570771,0.7151981295,1.430396259,69.27892282,5.196385644,-0.3538189381
