metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.6132179727,0.6204787896,0.0312773797,0.5600228251,0.6839598461
valence_offset,0.2966358309,0.2820726516,0.03600802685,0.2073262775,0.3492320728
markedness,0.53669681,0.5513426809,0.03365438599,0.4878030507,0.6211616624
markedness_ratio,1.07339362,1.102685362,0.06730877199,0.9756061014,1.242323325
apex_angle_deg,76.78429823,76.33847369,3.139307046,70.13523338,82.65892519
effective_vertices,4.688458556,4.723832395,0.1947730261,4.355246591,5.132940822
step_cosine,-0.2286176685,-0.2358330431,0.05318534192,-0.3398012648,-0.127775655
