row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.6238821395,0,0.4928212005,6.798699778e-17,0.7822329187,3.559499033e-08,0.05092542784,0.004207244091,3
KMeans,0.6238821395,0,1,0,0.1334558516,0,0.9596659607,3.722006604e-09,0.02317752437,0.01344142153,3
LogReg,0.4928212005,6.798699778e-17,0.1334558516,0,1,0,0.2152662351,7.91505738e-08,0.03118646303,0.006091492966,3
PCA,0.7822329187,3.559499033e-08,0.9596659607,3.722006604e-09,0.2152662351,7.91505738e-08,1,0,0.03389823012,0.008725979173,3
Random,0.05092542784,0.004207244091,0.02317752437,0.01344142153,0.03118646303,0.006091492966,0.03389823012,0.008725979173,1,0,3
