method,raw_mean,raw_sd,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.8503246753,0.03580206974,0.905952381,0,0.03104080247,0,,3
KMeans,0.6425324675,0.06174676353,0.8517676768,0.004155524702,0.04458272356,0.007284731091,,3
LogReg,0.9180735931,0.02991323197,0.9621212121,0,0.02044566792,0,,3
PCA,0.7371212121,0.06166210425,0.8445887446,1.359739956e-16,0.05624936881,0,,3
