row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.04192548372,0.6520601525,0.07437427688,0.03943978657
KMeans,0.04192548372,1,-0.002857019999,0.9933197553,0.001610128053
LogReg,0.6520601525,-0.002857019999,1,0.01957229489,0.005083122551
PCA,0.07437427688,0.9933197553,0.01957229489,1,0.002300966916
Random,0.03943978657,0.001610128053,0.005083122551,0.002300966916,1
