space_slug,space,adjacent_raw,adjacent_dis_mean,adjacent_dis_std,R_full_positive_neutral_mean,R_full_positive_neutral_std,R_full_neutral_negative_mean,R_full_neutral_negative_std,R_full_positive_negative_mean,R_full_positive_negative_std,n_seeds
euclidean_raw,Euclidean (raw),-0.2889628362,-0.3067061249,5.851219829e-05,0.9272165668,0.0007436706132,0.9573219899,0.0004273828107,0.9564115426,0.0002415435021,3
anisotropy_corrected,Anisotropy-corrected,-0.1325686473,-0.1462748447,2.728596404e-05,0.8855249195,0.0007411551253,0.9275594011,0.0005397361062,0.9403014025,0.0001896517061,3
park_causal,Park causal,-0.2778110081,-0.295857999,6.719989151e-05,0.9227686558,0.0008843899029,0.9555196471,0.000487798947,0.9544687787,0.0003005449379,3
mahalanobis_lda,Mahalanobis / LDA,-0.1922994647,-0.1954874843,7.720137132e-07,0.9786873253,1.092791596e-05,0.9887221666,3.231080259e-06,0.9909042199,2.846189583e-06,3
within_subjects_noise,Within-subjects noise,-0.1507640041,-0.1518053173,1.715419871e-07,0.9910491803,2.867723613e-06,0.9952361717,7.439270999e-07,0.9963572227,8.245835454e-07,3
