row,col,cosine_mean,cosine_std,n_seeds
positive-neutral,positive-neutral,1,0,3
positive-neutral,neutral-negative,-0.1803232626,6.397933831e-06,3
positive-neutral,positive-negative,0.5095044414,5.219793685e-05,3
neutral-negative,positive-neutral,-0.1803232626,6.397933831e-06,3
neutral-negative,neutral-negative,1,0,3
neutral-negative,positive-negative,0.8249836494,9.501255681e-05,3
positive-negative,positive-neutral,0.5095044414,5.219793685e-05,3
positive-negative,neutral-negative,0.8249836494,9.501255681e-05,3
positive-negative,positive-negative,1,0,3
