metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.8108104252,0.8990412271,0.002213651254,0.07263629552,0.005620868229,0.4245513914,0.1375076883,0.9755697044,0.00216144064,0.000999000999,1000,3
midpoint_residual,1.385122519,0.1146929401,0.001014924321,0.04068987979,0.002124998813,0.05713895914,0.001335571044,0.3226787743,0.04862539647,0.000999000999,1000,3
