row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9080317926,0.2560546914,0.9086625077,0.02259282502
KMeans,0.9080317926,1,0.001393665682,0.9999777534,0.03408428649
LogReg,0.2560546914,0.001393665682,1,0.001442325203,-0.00783493178
PCA,0.9086625077,0.9999777534,0.001442325203,1,0.03401391317
Random,0.02259282502,0.03408428649,-0.00783493178,0.03401391317,1
