frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1200219398,0.2509082454,0.9166666667,0.8537523834,0.00106299294,0.9211070172,0.0006184963588,0.1551957973,0.001666431066,0.7407407407,0.008018753745,3
