metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.5204794499,0.8996949275,0.02266820645,0.7710628759,0.9540475405,0.000999000999,1000
midpoint_residual,0.8257434851,0.115224646,0.01335565073,0.07694387232,0.1799512492,0.000999000999,1000
