row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.8229282567,0.4948595263,0.8307531403,0.01807645459
KMeans,0.8229282567,1,0.1382355773,0.9958497232,0.01266534651
LogReg,0.4948595263,0.1382355773,1,0.1516613007,0.04342141133
PCA,0.8307531403,0.9958497232,0.1516613007,1,0.01017514814
Random,0.01807645459,0.01266534651,0.04342141133,0.01017514814,1
