row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9423252469,0.2271459427,0.9428504726,0.008975371629
KMeans,0.9423252469,1,0.0147948266,0.9998733577,0.01391848375
LogReg,0.2271459427,0.0147948266,1,0.01490123136,-0.02016825556
PCA,0.9428504726,0.9998733577,0.01490123136,1,0.01380710694
Random,0.008975371629,0.01391848375,-0.02016825556,0.01380710694,1
