scenario_id,span,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
politeness-apology-003,157.9219026,0.4276605196,0.4170334471,0.09474504777,0.1894900955,125.3093628,2.872889878,0.5779909832
politeness-apology-013,70.53385837,0.1787850673,0.04290976887,0.1735593617,0.3471187233,141.4797624,2.544533535,0.782388228
politeness-apology-043,72.96505073,0.4637012406,0.4208866275,0.1946106042,0.3892212084,100.1900711,3.59317042,0.1769141853
politeness-apology-057,21.20496156,1.192545504,0.5468121466,1.059793025,2.11958605,42.11777906,8.547459244,-0.7417677698
politeness-apology-065,21.01884014,2.599002983,-1.461860407,2.148902199,4.297804397,18.28125863,19.6922984,-0.9495281334
politeness-apology-067,64.59408175,0.4575702454,0.3609600701,0.2812087432,0.5624174863,98.22129087,3.665193125,0.1429967206
politeness-apology-081,59.89708905,0.9573127571,0.9086729178,0.3012660673,0.6025321347,24.32523134,14.79944815,-0.9112219697
politeness-apology-098,28.7748194,0.5711387273,0.4585313826,0.3405119925,0.6810239849,77.38621904,4.651991071,-0.2183779657
politeness-bad-news-delivery-020,16.446314,1.60010927,0.3528452318,1.560720961,3.121441923,34.04038438,10.57567376,-0.8286432249
politeness-bad-news-delivery-028,54.69390826,1.881394286,1.757762354,0.670757754,1.341515508,11.52461706,31.23748044,-0.979838956
politeness-bad-news-delivery-066,33.6880583,1.180524887,1.04473839,0.549691464,1.099382928,25.67132249,14.02343023,-0.9012939621
politeness-bad-news-delivery-073,19.12742501,0.9606918559,0.07711304257,0.9575919907,1.915183981,54.90312731,6.557003538,-0.5749605951
politeness-complaint-030,99.0828344,0.6414188341,0.5769606352,0.280240158,0.5604803161,60.05808975,5.994196643,-0.4991217168
politeness-complaint-032,20.43512817,2.490138022,1.61584665,1.894683872,3.789367744,17.6610658,20.38382077,-0.9528678609
politeness-complaint-040,35.85786205,1.187645378,-0.9391532314,0.726975069,1.453950138,32.06433745,11.22742675,-0.8474525151
politeness-complaint-049,18.42735703,0.7159769309,-0.09639391429,0.7094583701,1.41891674,69.68676327,5.165973897,-0.3471523176
politeness-complaint-063,58.39957954,0.2142019739,0.0123680947,0.2138446068,0.4276892136,133.6668152,2.693263841,0.6904635639
politeness-complaint-072,66.26104414,0.2397371549,-0.086381239,0.2236340425,0.4472680851,130.7250941,2.753870651,0.652430385
politeness-complaint-089,35.05043483,0.504374187,-0.2919894077,0.4112608739,0.8225217477,89.38795746,4.027388143,-0.01068195441
politeness-correction-002,34.99727306,0.4042777187,0.3134916238,0.2552713765,0.510542753,108.7311943,3.310917372,0.3211286449
politeness-correction-005,24.97230949,0.9681065562,0.6753508991,0.6936364085,1.387272817,45.26580415,7.953023408,-0.703818804
politeness-correction-007,17.71682021,1.30197833,-0.9120056698,0.9291895554,1.858379111,32.73988617,10.99576211,-0.8411344924
politeness-correction-024,43.24399233,0.3176641896,-0.1775529627,0.2634112426,0.5268224853,119.5096468,3.012309129,0.4925700935
politeness-correction-027,18.5809776,0.6507688368,0.1404125465,0.6354403165,1.270880633,74.72825087,4.81745519,-0.2633974229
politeness-correction-045,18.99349054,0.8063978049,0.280900163,0.7558918693,1.511783739,62.09684601,5.797395893,-0.4679784627
politeness-correction-051,76.59649779,0.3828675226,0.3217675976,0.2074925372,0.4149850743,116.491263,3.090360519,0.44606134
politeness-correction-076,41.52404945,0.7155038179,-0.6397871276,0.3203406698,0.6406813396,50.726796,7.096840888,-0.633018895
politeness-correction-087,30.54647355,0.3711656876,0.1444421298,0.3419070616,0.6838141232,108.1731845,3.327996692,0.3118902788
politeness-criticism-or-feedback-023,24.74837988,1.566050507,1.236936328,0.9604700464,1.920940093,23.5610019,15.27948606,-0.916635013
politeness-criticism-or-feedback-036,18.07923849,0.8945498188,0.3726954486,0.8132142896,1.626428579,55.91778626,6.438023106,-0.5603819137
politeness-criticism-or-feedback-041,24.69353011,0.7296090713,-0.405191378,0.6067531163,1.213506233,65.04688439,5.534469535,-0.4218765004
politeness-criticism-or-feedback-050,45.01111205,0.6326920472,0.5503190002,0.312166982,0.624333964,64.29055198,5.599578614,-0.4338076654
politeness-criticism-or-feedback-054,44.07574518,0.8758599014,-0.7052709184,0.5193491104,1.038698221,45.12263915,7.978256741,-0.7055916309
politeness-criticism-or-feedback-071,21.42429175,1.102028789,0.6096847748,0.9180152102,1.83603042,43.58645321,8.259446996,-0.7243348922
politeness-criticism-or-feedback-099,70.73031009,0.8274246497,0.8026405243,0.2009968648,0.4019937295,24.81834465,14.50539933,-0.9076431341
politeness-criticism-or-feedback-100,18.17860047,2.50075035,0.02639027178,2.500611099,5.001222198,22.61212026,15.92066537,-0.9231289032
politeness-disagreement-012,27.99024728,0.8030845719,0.6251926537,0.5040624717,1.008124943,51.9204637,6.933682297,-0.6167547749
politeness-disagreement-035,20.80501143,1.988030805,0.8170928725,1.81235364,3.624707281,26.08292418,13.80213344,-0.8981586507
politeness-disagreement-047,18.2813329,0.4890757211,0.1839507831,0.4531635139,0.9063270278,91.36586488,3.940202399,0.02383658149
politeness-disagreement-048,14.99065179,1.335113704,0.04161895951,1.334464861,2.668929722,41.04805012,8.770209521,-0.7541591222
politeness-disagreement-075,36.79890406,0.5872121079,0.3777263511,0.4496007822,0.8992015645,78.0911766,4.609995849,-0.2063548708
politeness-disagreement-086,50.51799057,0.3242065415,0.1630205204,0.2802395252,0.5604790504,117.3399776,3.068008086,0.4592694667
politeness-inquiry-sensitive-008,97.94299203,0.1811067768,0.09739413235,0.1526893826,0.3053787653,144.8932148,2.484588395,0.818081617
politeness-inquiry-sensitive-009,17.65234339,0.7978947346,0.2779826282,0.7479048509,1.495809702,62.66289815,5.745026333,-0.4592248819
politeness-inquiry-sensitive-016,67.29771798,0.376443122,-0.3324899319,0.1765215832,0.3530431664,121.5278386,2.962284231,0.5229127803
politeness-inquiry-sensitive-092,24.93811514,0.5548282023,0.2931296675,0.4710725337,0.9421450674,83.00073094,4.337311201,-0.1218566812
politeness-refusal-038,35.58981709,0.9155560501,-0.6325978832,0.6618631271,1.323726254,48.37032467,7.442579773,-0.6643134323
politeness-refusal-058,15.71368519,3.224081881,0.457426499,3.191467527,6.382935053,17.46328585,20.61467716,-0.953909442
politeness-refusal-064,18.46252571,1.862598543,-0.6695241577,1.738105502,3.476211004,28.36488334,12.69174971,-0.8799399184
politeness-refusal-069,53.01317807,0.3555780014,0.2865085211,0.2105910312,0.4211820624,120.4022791,2.989976623,0.5060680734
politeness-refusal-077,14.99423099,1.487865718,0.2151961486,1.472221115,2.944442231,36.85893156,9.766967864,-0.800114822
politeness-refusal-080,34.60154969,0.5586148357,0.3294858476,0.4510982275,0.9021964551,82.16786588,4.381274798,-0.1362712082
politeness-refusal-083,28.61061917,1.390541502,-0.9492128019,1.016169635,2.032339269,31.11381535,11.57042285,-0.8561425115
politeness-refusal-090,15.00666764,1.365072868,0.5392040212,1.254066568,2.508133137,37.85686379,9.509504062,-0.7895463374
politeness-reminder-017,63.9102605,0.6112597126,0.5435947214,0.2795410795,0.559082159,66.14063627,5.442947337,-0.4044930625
politeness-reminder-018,52.01070111,0.6968750356,-0.5685099149,0.4030276565,0.806055313,59.68681115,6.031483222,-0.5047263545
politeness-reminder-019,26.36179684,1.367399693,0.9130424692,1.017907348,2.035814697,32.14617694,11.19884335,-0.8466933711
politeness-reminder-021,35.08515168,0.6331491574,0.3734017473,0.5113208295,1.022641659,73.56000194,4.893963982,-0.283011083
politeness-reminder-079,17.67585679,1.341244591,0.3800481991,1.286273851,2.572547702,39.70704003,9.066402324,-0.7693210627
politeness-reminder-094,27.79339298,4.814601676,-3.918940536,2.796836493,5.593672986,6.954059374,51.76832417,-0.9926435493
politeness-request-001,32.28602714,0.6776745325,0.4541270191,0.5030024082,1.006004816,67.4132944,5.340192958,-0.3840810989
politeness-request-006,42.74561857,2.036014928,1.793410509,0.9638648928,1.927729786,13.89808105,25.90285657,-0.9707245268
politeness-request-025,112.3413918,0.2704926503,0.215263625,0.1637920805,0.3275841611,137.1926302,2.624047657,0.7336424642
politeness-request-029,30.91846369,0.3840339382,-0.114173993,0.3666692856,0.7333385712,105.6205866,3.40842644,0.2692658714
politeness-request-031,31.6033648,0.4381119057,0.3007594871,0.3185683173,0.6371366347,100.3285997,3.588209155,0.1792933081
politeness-request-037,22.4799698,1.333732641,-0.735112161,1.112857973,2.225715946,36.05119967,9.985798068,-0.8084914249
politeness-request-053,27.90845161,2.071463246,-0.9706945762,1.829948639,3.659897277,24.36339392,14.77626644,-0.9109474059
politeness-request-056,20.62896307,3.046553695,-1.812911446,2.448436543,4.896873086,15.16830043,23.73370712,-0.965161406
politeness-request-061,17.80535695,1.774074282,0.5510052088,1.686337101,3.372674201,30.20066783,11.9202662,-0.8642689388
politeness-request-074,67.29580036,0.4814339057,0.4412140091,0.1926364547,0.3852729094,95.40350456,3.773446286,0.09416920784
politeness-request-093,40.4698823,1.001913273,-0.8919285525,0.4563920068,0.9127840136,31.19200297,11.54141978,-0.8554365552
politeness-request-097,38.17744656,2.847245045,2.419423969,1.501063624,3.002127248,10.81616916,33.28350311,-0.9822343316
