metric,point,mean_mean,mean_std,sd_mean,sd_std,ci_lo_mean,ci_lo_std,ci_hi_mean,ci_hi_std,n_seeds
midpoint_residual,2.131676228,1.920322755,0.00845991839,0.4347598701,0.005485473473,1.121280858,0.01968082524,2.812317867,0.01884230639,3
valence_offset,1.003944502,0.6763324232,0.01310415443,0.6518067342,0.0115705355,-0.7426471474,0.03141356027,1.57352132,0.006121231717,3
markedness,1.880462437,1.642481972,0.009456366129,0.5446739427,0.006935019934,0.646134137,0.02208585895,2.684367812,0.01902769149,3
markedness_ratio,3.760924875,3.284963943,0.01891273186,1.089347885,0.01387003977,1.292268274,0.04417171779,5.368735625,0.03805538203,3
apex_angle_deg,23.64973949,26.08700233,0.09063210163,6.06452672,0.0853973179,17.66404569,0.1475248863,40.59366075,0.7345448631,3
effective_vertices,15.22215499,14.45011522,0.0475419198,2.964214812,0.01709446514,8.870298433,0.1588466736,20.38133231,0.1706004961,3
step_cosine,-0.9160148341,-0.8932770668,0.0007603621724,0.05452514995,0.001257553133,-0.9528499741,0.0007804485857,-0.7593017384,0.008377849588,3
