valence_r_half,valence_R_full,markedness_r_half,markedness_R_full,mean_cos_valence,mean_capture_valence,mean_cos_bend,median_theta1,median_theta2,median_overlap,contrast_within_intent_mean,contrast_between_intent_mean,contrast_gap
0.9158952524,0.956101594,0.8808400563,0.9366453605,0.4926181488,0.2524191542,0.4128635171,55.30557233,67.66071164,0.2345296845,0.3894600085,0.2155529992,0.1739070093
