frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1349074067,0.8150257476,0.7083333333,0.8386407985,0.005767077966,0.912232812,0.003415374688,0.04344565631,0.009315924802,0.6064814815,0.008018753745,3
