perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
52,-0.1321292649,-0.1033516113,-0.5722488736,0.2361111111,0.7709088119,0.8648622987
53,-0.1374944587,-0.1065089925,-0.8063144686,0.2361111111,0.7561312108,0.6996517916
54,-0.09457290812,-0.07377747407,-0.7975972514,0.1944444444,0.7329949204,0.8073204875
55,-0.06338203554,-0.04883416258,-0.5197937363,0.2083333333,0.9000037716,0.8161272062
56,-0.1132146833,-0.08766995135,-0.555230338,0.1111111111,0.7709088119,0.8079013042
57,-0.1752326865,-0.1374513283,-0.5834455737,0.2083333333,0.7559306817,0.9437655258
58,-0.1754145575,-0.1338729629,-0.502213722,0.1805555556,0.9338222853,0.7656503803
59,-0.09211764993,-0.07083058495,-0.5593245689,0.1944444444,0.8925082484,0.6147777898
60,0.1087588443,0.08535453847,-0.6672521895,0.2638888889,0.7197623936,0.8763543615
61,-0.1243088129,-0.09587914248,-0.4594066023,0.25,0.8373150329,0.653867425
62,-0.05883526111,-0.04567678138,-0.2377706671,0.2222222222,0.8827343801,0.9524150871
63,-0.09984716646,-0.07756633151,-0.4791828254,0.2361111111,0.8478707004,0.9577380626
64,-0.09620974692,-0.07430370427,-0.5001536272,0.1527777778,0.8133956306,0.6223234418
65,-0.09275419835,-0.07240927555,-0.6703212627,0.1805555556,0.9421872767,0.9216854085
66,-0.2274296569,-0.1754451487,-0.673272217,0.25,0.8325255788,0.6793484044
67,-0.1254909742,-0.09503717416,-0.3019533293,0.1666666667,0.7340872448,0.961182998
68,0.01573183952,0.01136657232,-0.6554328518,0.2222222222,0.7349661454,0.8519391086
69,-0.1330386198,-0.1027201351,-0.7213957616,0.1666666667,0.8739892492,0.9339581376
70,-0.09548226301,-0.07472468843,-0.343537207,0.2638888889,0.7340872448,0.781260607
71,0.2116068819,0.165552021,-0.8353945032,0.3055555556,0.6454546528,0.9773526945
72,0.09266326286,0.07114632307,-0.2246726078,0.1805555556,0.8707115408,0.9423079393
73,-0.1301286842,-0.1006152143,-0.6940211946,0.1111111111,0.8632160176,0.8904046809
74,-0.1541356531,-0.1168231044,-0.5460679535,0.1527777778,0.8341682641,0.7168560314
75,0.1123962639,0.08619650679,-0.3572044257,0.1805555556,0.8707115408,0.9433684752
76,-0.1087588443,-0.08451257015,-0.3438302654,0.2222222222,0.6934806671,0.7147639667
77,-0.1341298457,-0.1035621034,-0.6809390489,0.1805555556,0.8946040157,0.8855308259
78,0.04119377633,0.03294201053,-0.7923231299,0.2222222222,0.7717682162,0.9184721317
79,0.0820238107,0.06346336215,-0.3763479279,0.1944444444,0.7521690898,0.9545496547
80,0.1335842327,0.1016676747,-0.6534095719,0.1944444444,0.9640472697,0.9725226697
81,0.06429139042,0.04978137694,-0.5656447731,0.2222222222,0.8619664099,0.8495871567
82,0.1743233316,0.1352411615,-0.289453679,0.2361111111,0.7971594906,0.9597120947
83,-0.1786882351,-0.1370303441,-0.3078389793,0.1666666667,0.7711093411,0.8933162708
84,0.01764148478,0.01368198521,-0.6910561837,0.1944444444,0.7788210221,0.8936123939
85,0.09539132752,0.07325124387,-0.485287639,0.1805555556,0.880412046,0.9799828725
86,-0.1339479747,-0.102614889,-0.9638765698,0.125,1.132709028,0.6770940703
87,-0.002728064657,-0.0007367222803,-0.352829209,0.1388888889,0.9602138234,0.7812075451
88,0.219245463,0.1688146482,-0.7499302502,0.2222222222,0.7946585567,0.9858769071
89,-0.1646841698,-0.1275582005,-0.8116106884,0.1666666667,0.7924121478,0.9514835307
90,-0.0629273581,-0.0475712101,-0.4252390033,0.1388888889,0.9464293198,0.7338009355
91,0.1599555244,0.1245060654,-0.3040583225,0.2777777778,0.7499442757,0.9630495531
92,0.1189436191,0.09282700732,-0.6567948773,0.2222222222,0.7406997163,0.9403815938
93,0.07393055221,0.05735909182,-0.600210747,0.2083333333,0.7880669764,0.9615506607
94,-0.05301538984,-0.03957251106,-0.4785057532,0.2222222222,0.6997085199,0.8329227597
95,0.083569714,0.06683123543,-0.4466786609,0.2777777778,0.6587573565,0.9268538492
96,-0.1154880705,-0.08661749095,-0.8183787523,0.1111111111,0.8119633716,0.8263729364
97,-0.01764148478,-0.01378723125,-0.5206358977,0.1666666667,0.7880669764,0.7412709053
98,0.1465880076,0.1125080168,-0.5249496196,0.1111111111,0.8707115408,0.9779395969
99,-0.1594099115,-0.123558851,-0.4593126325,0.2222222222,0.703473413,0.8037676779
