method,raw_mean,raw_sd,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.8858636748,0.04220263406,0.9431769891,0,0.01487744931,0,0.8,3
KMeans,0.4518194321,0.01853163582,0.5128444255,0.007153222712,0.02237487257,0.003055632864,0.78,3
LogReg,0.9406767865,0.01708834246,0.966671551,0,0.01557924975,2.12459368e-18,0.89,3
PCA,0.5100901692,0.04563859399,0.5169103665,0,0.01990128009,0,0.81,3
