metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.7522183615,-0.01396314427,0.01544948132,0.1241930868,0.009734219435,0.009900990099,0,3
kendall,0.5977975074,-0.01081929292,0.01185201199,0.09552880321,0.007503808596,0.009900990099,0,3
probe_r2,0.793159829,-0.5024019198,0.0007939066337,0.2047512566,0.01047305655,0.009900990099,0,3
monotone_fraction,0.5833333333,0.3000925926,0.002438808735,0.05273343826,0.005217603991,0.009900990099,0,3
midpoint_residual_median,0.763598484,0.8500226183,0.002625106408,0.03312972343,0.001502953553,0.009900990099,0,3
pc1_frac_centroids,0.7516313244,0.6293450454,0.006177449479,0.06380876717,0.003986361549,0.06270627063,0.02491694533,3
