metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.5842605141,-0.005934753103,0.01122394811,0.1094869087,0.001641997258,0.009900990099,0,3
kendall,0.4563468296,-0.004603812612,0.008692699649,0.08447469582,0.001176791031,0.009900990099,0,3
probe_r2,0.8757251246,-0.4210649121,0.01353740526,0.170655135,0.009706457332,0.009900990099,0,3
monotone_fraction,0.4583333333,0.2175925926,0.002089497023,0.04450472084,0.003504358035,0.009900990099,0,3
midpoint_residual_median,0.7817027174,0.8515397335,0.001894840715,0.0423070411,0.003752244482,0.04620462047,0.005716339299,3
pc1_frac_centroids,0.79614642,0.7836362217,0.0116359063,0.1152200597,0.003996179047,0.5346534653,0.05940594055,3
