metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.3047248222,-0.002522550453,0.004972546839,0.1099871128,0.001586497829,0.009900990099,0,3
kendall,0.2314360421,-0.001986343596,0.003804161515,0.08490867222,0.001237682507,0.009900990099,0,3
probe_r2,0.8945706096,-0.5724977626,0.00861380725,0.2052804374,0.006038463434,0.009900990099,0,3
monotone_fraction,0.3472222222,0.1980555555,0.00427858941,0.04054082317,0.00147683284,0.009900990099,0,3
midpoint_residual_median,0.7925355748,0.8161904875,0.001200992918,0.08423669316,0.005700789745,0.4125412542,0.03024802439,3
pc1_frac_centroids,0.8718123397,0.8760413889,0.01124286611,0.1005486904,0.0059977959,0.6501650165,0.05629941291,3
