row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.9742659131,0.001116118876,0.6581897141,0,0.9543242252,6.677574415e-09,0.01970148868,0.01424872856,3
KMeans,0.9742659131,0.001116118876,1,0,0.5400242075,0.00263422925,0.990716864,0.0004134887654,0.0245397265,0.008752400891,3
LogReg,0.6581897141,0,0.5400242075,0.00263422925,1,0,0.4839595554,2.338575064e-08,0.005741674278,0.01808713788,3
PCA,0.9543242252,6.677574415e-09,0.990716864,0.0004134887654,0.4839595554,2.338575064e-08,1,0,0.02466737304,0.006634292007,3
Random,0.01970148868,0.01424872856,0.0245397265,0.008752400891,0.005741674278,0.01808713788,0.02466737304,0.006634292007,1,0,3
