metric,point,mean_mean,mean_std,sd_mean,sd_std,ci_lo_mean,ci_lo_std,ci_hi_mean,ci_hi_std,n_seeds
midpoint_residual,0.613357487,0.6204710954,0.0001311295069,0.03141219494,0.000436918129,0.5607692853,0.0008001342739,0.6846665754,0.001895091382,3
valence_offset,0.2970198065,0.2831241074,0.0007896241717,0.03546222124,0.0006420857456,0.2107498271,0.003137699135,0.3493487598,0.001310802474,3
markedness,0.5366438684,0.5508047848,0.0005200166427,0.03417817164,0.0005560325608,0.4862226239,0.00153131714,0.6216928655,0.0007601997325,3
markedness_ratio,1.073287737,1.101609569,0.00104003308,0.06835634328,0.001112065116,0.9724452478,0.003062634324,1.243385731,0.001520399503,3
apex_angle_deg,76.76572609,76.32961109,0.00742856659,3.138668561,0.04004771335,70.13100517,0.2152584766,82.53763577,0.1126604562,3
effective_vertices,4.689592847,4.724389909,0.0004906170318,0.1950193623,0.002878840904,4.361652037,0.005950641058,5.133282477,0.01574490218,3
step_cosine,-0.2289332169,-0.2359825485,0.0001274100526,0.05316145848,0.000660789331,-0.3398690727,0.003533869681,-0.1298747484,0.00194972857,3
