frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half,markedness_R_full,shared_bend_r2_cv,shared_bend_frac_scenarios_improved
0.1385787587,0.2062591551,0.9583333333,0.7994692949,0.8885611965,0.1103415074,0.8472222222
