step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7208589174,0.01227055715,0.8377503683,0.00826898696,3
neutral-negative,0.8524789655,0.01808271325,0.9202967871,0.0105757507,3
positive-negative,0.3964536048,0.01683624332,0.5676617279,0.01727952036,3
