step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.7357069324,0.001668332699,0.8477310339,0.001108071893,3
neutral-negative,0.8401800583,0.0023696562,0.9131486344,0.001398532034,3
positive-negative,0.8673598829,0.0004877962827,0.9289691241,0.0002797385886,3
