step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.6913912812,0.01214066164,0.8175009784,0.00846768695,3
neutral-negative,0.8447273529,0.01991520429,0.9157443704,0.01175126035,3
positive-negative,0.353647785,0.01805994968,0.522335404,0.01971886543,3
