row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9997438594,0.8354776559,0.9921073199,0.045599825
KMeans,0.9997438594,1,0.8304184517,0.9925424107,0.04497341051
LogReg,0.8354776559,0.8304184517,1,0.7834148223,0.02882498024
PCA,0.9921073199,0.9925424107,0.7834148223,1,0.04620905789
Random,0.045599825,0.04497341051,0.02882498024,0.04620905789,1
