row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.9903801538,0.0006093239434,3
MeanDiff,LogReg,0.690311311,0,3
MeanDiff,PCA,0.9703230841,1.82300123e-09,3
MeanDiff,Random,0.02084474397,0.01454211609,3
KMeans,MeanDiff,0.9903801538,0.0006093239434,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.6219857977,0.002007266338,3
KMeans,PCA,0.9884379722,0.0006963235116,3
KMeans,Random,0.0231394237,0.01463893446,3
LogReg,MeanDiff,0.690311311,0,3
LogReg,KMeans,0.6219857977,0.002007266338,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.5648464221,8.563293739e-09,3
LogReg,Random,0.009577365549,0.01606791426,3
PCA,MeanDiff,0.9703230841,1.82300123e-09,3
PCA,KMeans,0.9884379722,0.0006963235116,3
PCA,LogReg,0.5648464221,8.563293739e-09,3
PCA,PCA,1,0,3
PCA,Random,0.02353152699,0.01815913045,3
Random,MeanDiff,0.02084474397,0.01454211609,3
Random,KMeans,0.0231394237,0.01463893446,3
Random,LogReg,0.009577365549,0.01606791426,3
Random,PCA,0.02353152699,0.01815913045,3
Random,Random,1,0,3
