method,raw_mean_mean,raw_mean_std,raw_sd_mean,raw_sd_std,centered_mean_mean,centered_mean_std,centered_sd_mean,centered_sd_std,paper_ref,n_seeds
MeanDiff,0.8831168831,0,0.0307576443,0,0.9505411255,0,0.02434848475,0,,3
KMeans,0.8452380952,0.001406926415,0.03973680856,0.003665888564,0.9359307359,0.001312159718,0.02693716568,0.001001447049,,3
LogReg,0.9387445887,0,0.02044967761,0,0.9835497835,0,0.009500414003,0,,3
PCA,0.8314935065,1.359739956e-16,0.03314163125,0,0.9154761905,1.359739956e-16,0.04902537675,8.498374722e-18,,3
