row,MeanDiff_mean,MeanDiff_std,KMeans_mean,KMeans_std,LogReg_mean,LogReg_std,PCA_mean,PCA_std,Random_mean,Random_std,n_seeds
MeanDiff,1,0,0.8962066652,1.359739956e-16,0.2428526377,0,0.8952373647,1.359739956e-16,0.01197356901,0.005202906254,3
KMeans,0.8962066652,1.359739956e-16,1,0,0.00112552807,0,0.9999514434,0,0.004645101087,0.003210162598,3
LogReg,0.2428526377,0,0.00112552807,0,1,0,0.0009722498618,0,0.01721737143,0.01139831413,3
PCA,0.8952373647,1.359739956e-16,0.9999514434,0,0.0009722498618,0,1,0,0.00466448368,0.003168301806,3
Random,0.01197356901,0.005202906254,0.004645101087,0.003210162598,0.01721737143,0.01139831413,0.00466448368,0.003168301806,1,0,3
