row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.8962066652,1.359739956e-16,3
MeanDiff,LogReg,0.2428526377,0,3
MeanDiff,PCA,0.8952373647,1.359739956e-16,3
MeanDiff,Random,0.01197356901,0.005202906254,3
KMeans,MeanDiff,0.8962066652,1.359739956e-16,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.00112552807,0,3
KMeans,PCA,0.9999514434,0,3
KMeans,Random,0.004645101087,0.003210162598,3
LogReg,MeanDiff,0.2428526377,0,3
LogReg,KMeans,0.00112552807,0,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.0009722498618,0,3
LogReg,Random,0.01721737143,0.01139831413,3
PCA,MeanDiff,0.8952373647,1.359739956e-16,3
PCA,KMeans,0.9999514434,0,3
PCA,LogReg,0.0009722498618,0,3
PCA,PCA,1,0,3
PCA,Random,0.00466448368,0.003168301806,3
Random,MeanDiff,0.01197356901,0.005202906254,3
Random,KMeans,0.004645101087,0.003210162598,3
Random,LogReg,0.01721737143,0.01139831413,3
Random,PCA,0.00466448368,0.003168301806,3
Random,Random,1,0,3
