method,raw_mean_mean,raw_mean_std,raw_sd_mean,raw_sd_std,centered_mean,centered_sd,paper_ref,n_seeds
MeanDiff,0.9114342661,0,0.04429629939,8.498374722e-18,0.976216451,0.0149526303,0.8,3
KMeans,0.7622746446,0.002382527975,0.04848947244,0.001164028714,0.9690708929,0.01767929732,0.78,3
LogReg,0.9692251438,0,0.0197630546,0,0.9902409988,0.0119522875,0.89,3
PCA,0.750175409,0,0.05232597242,0,0.9476795055,0.02191162397,0.81,3
