row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.9957706093,0,3
MeanDiff,LogReg,0.7824994507,0,3
MeanDiff,PCA,0.9665181644,3.712425084e-08,3
MeanDiff,Random,0.01413236455,0.01246601628,3
KMeans,MeanDiff,0.9957706093,0,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.7450212874,1.359739956e-16,3
KMeans,PCA,0.9808504876,4.167061315e-08,3
KMeans,Random,0.0144817557,0.01312630053,3
LogReg,MeanDiff,0.7824994507,0,3
LogReg,KMeans,0.7450212874,1.359739956e-16,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.6653037782,1.325831437e-07,3
LogReg,Random,0.003622196335,0.001804144981,3
PCA,MeanDiff,0.9665181644,3.712425084e-08,3
PCA,KMeans,0.9808504876,4.167061315e-08,3
PCA,LogReg,0.6653037782,1.325831437e-07,3
PCA,PCA,1,0,3
PCA,Random,0.01630146257,0.01258865008,3
Random,MeanDiff,0.01413236455,0.01246601628,3
Random,KMeans,0.0144817557,0.01312630053,3
Random,LogReg,0.003622196335,0.001804144981,3
Random,PCA,0.01630146257,0.01258865008,3
Random,Random,1,0,3
