method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.9545500217,0.01698617417,0.9952272727,0.005856408512,.80
KMeans,0.4977940985,0.03508012529,0.9952272727,0.005856408512,.78
LogReg,0.9764040412,0.02093179363,0.9976744186,0.004651162791,.89
PCA,0.6787593216,0.05973499389,0.9927272727,0.009896155026,.81
