metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,p_value_mean,p_value_std,n_seeds
spearman,0.77240604,-0.01725834326,0.008973459015,0.1240032359,0.01192612217,0.009900990099,0,3
kendall,0.6211621283,-0.0133437946,0.006939108738,0.0955412934,0.009213537308,0.009900990099,0,3
probe_r2,0.8316152618,-0.4739122589,0.007881800594,0.1862140087,0.01049850661,0.009900990099,0,3
monotone_fraction,0.6388888889,0.3289351852,0.006353059739,0.05964064626,0.004013234826,0.009900990099,0,3
midpoint_residual_median,0.7491229548,0.8318605529,0.001158518994,0.03171356208,0.001740852667,0.009900990099,0,3
pc1_frac_centroids,0.7516866447,0.6140273893,0.002100615681,0.06184804439,0.002950561941,0.0297029703,0.0198019802,3
