metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,2.03215369,1.813454572,0.3945228689,1.07366218,2.639818044
valence_offset,0.7636849241,0.550901504,0.6089871362,-0.6604289941,1.457178049
markedness,1.883197801,1.595862578,0.4725990852,0.7356448865,2.501102111
markedness_ratio,3.766395601,3.191725156,0.9451981704,1.471289773,5.002204222
apex_angle_deg,25.89213182,28.51471121,6.697519732,18.98110429,45.10890545
effective_vertices,13.90383776,13.23684494,2.761373314,7.980686962,18.96623137
step_cosine,-0.8996177546,-0.8729445125,0.06464839521,-0.9456258918,-0.7057614327
