metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.2286176702,0.9188447163,0.01504349083,0.8517036117,0.9568230293,0.000999000999,1000
midpoint_residual,0.6132179736,0.1033528129,0.009978949539,0.07436343017,0.1415239092,0.000999000999,1000
