frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half,markedness_R_full,shared_bend_r2_cv,shared_bend_frac_scenarios_improved
0.1385787587,0.2062591551,0.9583333333,0.801245707,0.889657312,0.1108875149,0.8472222222
