step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.9657829331,0.001389990267,0.9825933306,0.0007195631047,3
neutral-negative,0.9520460515,0.004184407587,0.9754308651,0.002198977718,3
positive-negative,0.5881865118,0.01247059127,0.7406502014,0.009907057612,3
