step,r_half_mean,r_half_std,R_full_mean,R_full_std,n_seeds
positive-neutral,0.9558437654,0.000274436905,0.9774234212,0.0001434896392,3
neutral-negative,0.9701754523,0.0004750986003,0.9848619446,0.0002448257145,3
positive-negative,0.8916149247,0.0007834152436,0.9427022368,0.0004378706374,3
