row,col,cosine_mean,cosine_std,n_seeds
positive-neutral,positive-neutral,1,0,3
positive-neutral,neutral-negative,-0.1753393916,2.383995647e-06,3
positive-neutral,positive-negative,0.4965549877,1.138473789e-05,3
neutral-negative,positive-neutral,-0.1753393916,2.383995647e-06,3
neutral-negative,neutral-negative,1,0,3
neutral-negative,positive-negative,0.8026839469,1.316961281e-05,3
positive-negative,positive-neutral,0.4965549877,1.138473789e-05,3
positive-negative,neutral-negative,0.8026839469,1.316961281e-05,3
positive-negative,positive-negative,1,0,3
