metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.5204794499,0.8998624431,0.02353985223,0.7677218759,0.9514306676,0.000999000999,1000
midpoint_residual,0.8257434851,0.1150301954,0.01387757169,0.07888752514,0.1817462655,0.000999000999,1000
