metric,observed,null_mean,null_sd,null_min,null_max,p_value,n_sim
step_cosine,-0.5204794499,0.8994615836,0.02200541233,0.7757582325,0.9503406836,0.000999000999,1000
midpoint_residual,0.8257434851,0.1154497844,0.0131054587,0.08150036577,0.1777008136,0.000999000999,1000
