row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.886670992,0.6308464314,0.8420161362,5.224882919e-05
KMeans,0.886670992,1,0.3454830941,0.9838844558,0.006587289065
LogReg,0.6308464314,0.3454830941,1,0.2880186124,0.009497218796
PCA,0.8420161362,0.9838844558,0.2880186124,1,0.009721708087
Random,5.224882919e-05,0.006587289065,0.009497218796,0.009721708087,1
