row,MeanDiff,KMeans,LogReg,PCA,Random
MeanDiff,1,0.9110603999,0.5984941868,0.8916225958,0.04686191267
KMeans,0.9110603999,1,0.3859956325,0.9922474967,0.03273639636
LogReg,0.5984941868,0.3859956325,1,0.3665883053,0.05378585922
PCA,0.8916225958,0.9922474967,0.3665883053,1,0.03211308139
Random,0.04686191267,0.03273639636,0.05378585922,0.03211308139,1
