metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.4919420531,0.8925336669,0.0003771179709,0.02288577994,0.0005026230368,0.7830645164,0.0005138014747,0.9474193003,0.0004457599257,0.000999000999,1000,3
midpoint_residual,0.8015803786,0.1194170898,0.0002817440702,0.01322740654,0.0002577448907,0.0829292853,0.0007887063518,0.1746430433,0.000221276882,0.000999000999,1000,3
