row,col,cosine_mean,cosine_std,n_seeds
MeanDiff,MeanDiff,1,0,3
MeanDiff,KMeans,0.2238132372,0.2448509106,3
MeanDiff,LogReg,0.7052008733,0,3
MeanDiff,PCA,0.573189074,3.186401785e-07,3
MeanDiff,Random,0.029866316,0.01368116507,3
KMeans,MeanDiff,0.2238132372,0.2448509106,3
KMeans,KMeans,1,0,3
KMeans,LogReg,0.09618999895,0.1382990278,3
KMeans,PCA,0.8775479764,0.07400976829,3
KMeans,Random,0.0155255525,0.02266075525,3
LogReg,MeanDiff,0.7052008733,0,3
LogReg,KMeans,0.09618999895,0.1382990278,3
LogReg,LogReg,1,0,3
LogReg,PCA,0.2970616947,8.618032567e-07,3
LogReg,Random,0.005166832807,0.0241354938,3
PCA,MeanDiff,0.573189074,3.186401785e-07,3
PCA,KMeans,0.8775479764,0.07400976829,3
PCA,LogReg,0.2970616947,8.618032567e-07,3
PCA,PCA,1,0,3
PCA,Random,0.03010309864,0.01516946185,3
Random,MeanDiff,0.029866316,0.01368116507,3
Random,KMeans,0.0155255525,0.02266075525,3
Random,LogReg,0.005166832807,0.0241354938,3
Random,PCA,0.03010309864,0.01516946185,3
Random,Random,1,0,3
