frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half_mean,markedness_r_half_std,markedness_R_full_mean,markedness_R_full_std,shared_bend_r2_cv_mean,shared_bend_r2_cv_std,shared_bend_frac_scenarios_improved_mean,shared_bend_frac_scenarios_improved_std,n_seeds
0.1385787587,0.2062591551,0.9583333333,0.8005403741,0.0009429940178,0.8892221498,0.000581896499,0.1102428062,0.0006993029978,0.8425925926,0.008018753745,3
