row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.2023150928,0.0002632335589,0.5039492394,0.000561501963,3
neutral-negative,-0.2023150928,0.0002632335589,1,0,0.8626896142,0.0002515136114,3
positive-negative,0.5039492394,0.000561501963,0.8626896142,0.0002515136114,1,0,3
