metric,observed,null_mean_mean,null_mean_std,null_sd_mean,null_sd_std,null_min_mean,null_min_std,null_max_mean,null_max_std,p_value,n_sim,n_seeds
step_cosine,-0.2289332152,0.918576305,0.0001717823382,0.01505111844,0.0001369775448,0.8387055224,0.01378887628,0.9555031711,0.001800806814,0.000999000999,1000,3
midpoint_residual,0.6133574861,0.1035590313,0.0001265376025,0.009969727516,7.159263713e-05,0.07565476529,0.001411554774,0.1483506343,0.007286559237,0.000999000999,1000,3
