perm,spearman,kendall,probe_r2,monotone_fraction,midpoint_residual_median,pc1_frac_centroids
67,-0.2595298844,-0.197231079,-0.8776883653,0.4027777778,0.8797298528,0.7926245269
68,-0.0652916808,-0.05188629774,-0.6843995583,0.3472222222,0.8787358365,0.555024296
69,-0.02473445289,-0.01947051741,-0.5370606099,0.2916666667,0.8817911384,0.5069693884
70,0.1420412332,0.1118765406,-0.4089601608,0.3055555556,0.8569822635,0.6298337262
71,0.1349482651,0.1020886588,-0.2223612326,0.3055555556,0.8517200227,0.6618747624
72,-0.1180342642,-0.09009061028,-0.7458669694,0.2916666667,0.8824438239,0.5971592067
73,-0.03237303393,-0.02515380357,-0.5521054342,0.2083333333,0.8136745532,0.5522549263
74,0.03428267919,0.02641675605,-0.6594029013,0.3333333333,0.8780636219,0.5679133325
75,-0.03082713063,-0.02789020061,-0.4719343896,0.2916666667,0.8481445358,0.552802831
76,0.03273677589,0.02599577189,-0.2719379777,0.2638888889,0.8058445441,0.6919930419
77,-0.04201219572,-0.03094233577,-0.4494342769,0.25,0.8561778568,0.5785653312
78,-0.01882364614,-0.01536592185,-0.2543499322,0.3333333333,0.8515958269,0.5623673814
79,-0.1093953928,-0.08598601471,-0.6828413736,0.2777777778,0.816923983,0.6185533447
80,0.0947547791,0.07051484683,-0.1069818572,0.2777777778,0.8672056499,0.6477296113
81,0.01882364614,0.01441870749,-0.192800342,0.4027777778,0.8393483298,0.5332949359
82,-0.01245816194,-0.009577389644,-0.307675199,0.2916666667,0.8672056499,0.5352719282
83,0.1364032329,0.1045093178,-0.09192001217,0.3055555556,0.8335858716,0.6850981192
84,-0.1430415235,-0.1111398183,-0.6006555052,0.375,0.8509892683,0.5835105329
85,0.03919319558,0.03188955013,-0.2926332847,0.3194444444,0.8570735787,0.5509956097
86,-0.1694128152,-0.1305050897,-0.421711957,0.4583333333,0.8593562891,0.5624005382
87,-0.226520302,-0.1727087517,-0.4726247296,0.3055555556,0.8428407798,0.6507784992
88,0.01136693607,0.009156405484,-0.307679337,0.4166666667,0.8559173942,0.5973213812
89,-0.1551359435,-0.1217696683,-0.2719775199,0.4305555556,0.8515958269,0.5892527951
90,-0.1601373954,-0.123453605,-0.4123112087,0.3333333333,0.869850199,0.5620778146
91,-0.127127813,-0.09914176972,-0.2708681063,0.4444444444,0.8396615408,0.6224922554
92,0.1180342642,0.09187979296,-0.6799992715,0.4027777778,0.8502791657,0.5820188919
93,0.1631382665,0.1275582005,-0.1833772681,0.2222222222,0.801799206,0.7420147749
94,0.06592822922,0.05083383734,-0.3626344673,0.2361111111,0.8590975101,0.6358316511
95,0.009366355324,0.008524929243,-0.5602789049,0.3888888889,0.8698739013,0.5609082158
96,0.05001451872,0.03788857442,-0.5859851042,0.3472222222,0.8284570886,0.6515931966
97,0.06074490637,0.04746596406,-0.7532742005,0.2361111111,0.8537304569,0.6353209995
98,-0.02564380778,-0.02041773177,-0.2411531959,0.4583333333,0.8532511043,0.5349976584
99,0.06538261629,0.04893940862,-0.5097294723,0.2777777778,0.858992227,0.6241622537
