draw,midpoint_residual,valence_offset,markedness,markedness_ratio,apex_angle_deg,effective_vertices,step_cosine
0,0.7374232127,0.3379261275,0.6554379658,1.310875932,65.85620678,5.466455139,-0.409028053
1,0.7605262206,0.3212084512,0.6893658413,1.378731683,64.52780165,5.578990618,-0.4300730845
2,0.7963532532,0.5002711622,0.6196025082,1.239205016,58.19942073,6.185628576,-0.526964388
3,0.863680869,0.2443696493,0.8283888688,1.656777738,59.0916423,6.092232099,-0.513666412
4,0.8431620848,0.3002120862,0.787905454,1.575810908,59.67249533,6.032930213,-0.5049420361
5,0.7922891829,0.4409250783,0.6582607574,1.316521515,60.15200204,5.984838207,-0.4977007332
6,0.8791272176,0.4979636612,0.7244976582,1.448995316,54.18229146,6.644237264,-0.5852083244
7,0.7978047889,0.3401302762,0.7216674279,1.443334856,61.82850892,5.822556718,-0.4721121922
8,0.8451891158,0.3186246134,0.7828301203,1.565660241,59.32521626,6.068245895,-0.5101644417
9,0.8113609802,0.3824973678,0.7155434326,1.431086865,60.28985873,5.971153484,-0.4956124072
10,0.8304050463,0.4668410782,0.6867546495,1.373509299,57.37782341,6.274201052,-0.5390968196
11,0.8187664581,0.3793853962,0.7255654581,1.451130916,59.91283189,6.008729493,-0.5013169664
12,0.821801856,0.4151337992,0.7092405933,1.418481187,59.04729713,6.096807432,-0.5143303159
13,0.8720178552,0.4350221061,0.7557584978,1.511516996,55.9661656,6.432457828,-0.5596823707
14,0.8089589366,0.3712983963,0.7187155641,1.437431128,60.6339472,5.937268092,-0.4903874817
15,0.8399294988,0.3974624874,0.7399358986,1.479871797,58.3848379,6.165984406,-0.5242112789
16,0.8661935242,0.3140125934,0.8072715234,1.614543047,58.21221986,6.184268541,-0.5267745211
17,0.8057216416,0.4613066583,0.6605933173,1.321186635,58.85601441,6.116622127,-0.5171905272
18,0.8058298883,0.5006957863,0.6313996662,1.262799332,57.6865484,6.240622987,-0.5345507807
19,0.8396064312,0.2903912296,0.7877892441,1.575578488,59.99407502,6.000592556,-0.5000895533
20,0.8911333149,0.3389744636,0.8241449496,1.648289899,56.56633158,6.364209768,-0.5509712222
21,0.8462801808,0.3268689179,0.7806067223,1.561213445,59.15371215,6.085839534,-0.5127366303
22,0.8198812239,0.5220098726,0.6322269484,1.264453897,56.26474605,6.398322667,-0.5553562217
23,0.8534177019,0.4170509494,0.7445738912,1.489147782,57.28290193,6.28459781,-0.5404914181
24,0.8761956568,0.4774395763,0.7346906015,1.469381203,54.82856603,6.565920396,-0.5760248395
25,0.8571035182,0.5043224807,0.6930261729,1.386052346,55.03528157,6.541258439,-0.5730719105
26,0.8369630644,0.2751368756,0.79044726,1.58089452,60.31947323,5.968221882,-0.4951634164
27,0.8241347494,0.4600804315,0.6837573266,1.367514653,57.88329074,6.219411429,-0.5316456044
28,0.8354267687,0.453822019,0.701415327,1.402830654,57.43688299,6.267749594,-0.5382283619
29,0.8215734764,0.3767520418,0.7300964841,1.460192968,59.79667775,6.02040136,-0.5030700601
30,0.7474548139,0.4194493306,0.618668698,1.237337396,63.48280445,5.670826977,-0.4464663798
31,0.8209734114,0.2993836233,0.7644388716,1.528877743,60.98498296,5.903092574,-0.4850388387
32,0.8621185528,0.468442011,0.7237475261,1.447495052,55.72478825,6.460320646,-0.5631685959
33,0.8055913595,0.3476260691,0.7267279785,1.453455957,61.23298501,5.879184232,-0.4812491071
34,0.9106540425,0.4223687704,0.8067808916,1.613561783,54.32061713,6.627317932,-0.583248956
35,0.7581642569,0.3947439942,0.6472945384,1.294589077,63.35245699,5.682494683,-0.4485008867
36,0.8332541412,0.3717565065,0.7457275398,1.49145508,59.21306085,6.079739754,-0.5118470475
37,0.8253655949,0.4257373851,0.7070898417,1.414179683,58.62250452,6.140986349,-0.5206743357
38,0.8059288833,0.1969543198,0.7814923933,1.562984787,62.92257672,5.721316875,-0.4551940941
39,0.8070206769,0.4242101628,0.686533401,1.373066802,59.69349018,6.030808367,-0.5046257177
40,0.8382461519,0.4060613988,0.7333285427,1.466657085,58.31449953,6.173421754,-0.5252563241
41,0.8056717981,0.3000468209,0.7477158227,1.495431645,61.90811127,5.81506999,-0.4708869952
42,0.8336745865,0.441532818,0.7071506819,1.414301364,57.81759593,6.226478189,-0.5326163791
43,0.7878546844,0.2375800267,0.7511795622,1.502359124,63.7331769,5.64854943,-0.4425520096
44,0.70876547,0.2349720882,0.6686827418,1.337365484,69.32442159,5.19297517,-0.3530760907
45,0.7483672879,0.268061545,0.6987106738,1.397421348,66.0706948,5.448709161,-0.4056091493
46,0.8214402028,0.3721665483,0.7322950683,1.464590137,59.88434264,6.011588074,-0.5017471406
47,0.7473209098,0.3635215246,0.6529476574,1.305895315,64.71136215,5.563165232,-0.4271785692
48,0.8312286928,0.3910145114,0.7335180922,1.467036184,58.98858031,6.102876152,-0.5152089078
49,0.8272574458,0.4846271493,0.6704412038,1.340882408,57.062241,6.308900486,-0.5437276573
50,0.7657628849,0.3731517418,0.6686931833,1.337386367,63.29486029,5.687665607,-0.4493991365
51,0.85954094,0.3730244005,0.77437938,1.54875876,57.73869606,6.234986665,-0.5337813599
52,0.7690846674,0.3920930113,0.6616300296,1.323260059,62.70010238,5.741617419,-0.4586479666
53,0.7983581156,0.4481207104,0.6607295284,1.321459057,59.61755204,6.038490138,-0.5057695172
54,0.8169317728,0.3935992696,0.7158611153,1.431722231,59.75599329,6.024500308,-0.5036836148
55,0.8802921086,0.3765945729,0.7956699844,1.591339969,56.58662643,6.361927238,-0.5506755893
56,0.8320514608,0.4283146994,0.7133415393,1.426683079,58.19888956,6.185685032,-0.5269722671
57,0.9252702336,0.4058406446,0.8315157102,1.66303142,53.91019843,6.677771748,-0.5890525289
58,0.8553393093,0.4858932504,0.703926902,1.407853804,55.62125543,6.472345819,-0.5646608662
59,0.7652148881,0.4416264035,0.6249159501,1.2498319,61.7660547,5.828444147,-0.4730728166
60,0.878211011,0.4751750641,0.738554831,1.477109662,54.78645849,6.570966803,-0.5766254273
61,0.8391027453,0.4050715886,0.7348540164,1.469708033,58.28655078,6.176381947,-0.5256713502
62,0.7083106957,0.3324264329,0.6254571995,1.250914399,68.07856384,5.288008144,-0.3733348894
63,0.7791802933,0.5159452588,0.5838856218,1.167771244,58.54879555,6.148717435,-0.5217722302
64,0.7728347258,0.3737292478,0.6764613535,1.352922707,62.82549348,5.730157935,-0.4567021403
65,0.7995153796,0.3454703178,0.7210236486,1.442047297,61.63882494,5.840474739,-0.4750280298
66,0.7659759781,0.4046580419,0.6503622591,1.300724518,62.62754529,5.748269365,-0.459772909
67,0.8003822474,0.42532547,0.6780191638,1.356038328,60.05344445,5.994660311,-0.49919197
68,0.8574234911,0.3901901808,0.7634963431,1.526992686,57.5654786,6.253748058,-0.5363354154
69,0.8177143683,0.2614297968,0.7747975539,1.549595108,61.61572007,5.84266482,-0.4753828447
70,0.8267886403,0.4076644626,0.7192976724,1.438595345,58.9191974,6.110062864,-0.5162464009
71,0.7736716622,0.3355442649,0.6971211425,1.394242285,63.43447083,5.675147838,-0.4472210573
72,0.7375147325,0.3738028401,0.6357667948,1.27153359,65.18793466,5.522494337,-0.4196432328
73,0.8431240652,0.452325481,0.7115193944,1.423038789,57.06846826,6.308212065,-0.543636438
74,0.7763427961,0.4125395181,0.6576619823,1.315323965,61.79506899,5.825707551,-0.4726266102
75,0.7737710497,0.4397860783,0.6366394919,1.273278984,61.28811264,5.873896005,-0.4804054717
76,0.766389123,0.4156062494,0.6439128305,1.287825661,62.34951323,5.773902334,-0.4640767426
