metric,point,mean,sd,ci_lo,ci_hi
midpoint_residual,0.8257434857,0.8179835142,0.048612365,0.7239485819,0.9149242114
valence_offset,0.4241616896,0.396982652,0.06672854678,0.2603832712,0.5131372672
markedness,0.7084766512,0.7110835493,0.06144416069,0.5929081835,0.8309698254
markedness_ratio,1.416953302,1.422167099,0.1228883214,1.185816367,1.661939651
apex_angle_deg,58.63558237,59.59904249,3.286176068,53.54679867,66.4222938
effective_vertices,6.139616688,6.058605847,0.3319040379,5.419867092,6.723091052
step_cosine,-0.5204794512,-0.505224277,0.04962634355,-0.5941660033,-0.3999924421
