frac_valence_1d,frac_plane_2d,neutral_markedness_sign_frac,markedness_r_half,markedness_R_full,shared_bend_r2_cv,shared_bend_frac_scenarios_improved
0.1385787587,0.2062591551,0.9583333333,0.8009061203,0.889447941,0.1094993964,0.8333333333
