method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5275974026,0.02241069975,0.6006493506,0.05921011397,
KMeans,0.5181818182,0.0176695512,0.5748917749,0.04340029251,
LogReg,0.9480519481,0.03083181191,0.9883116883,0.01052958558,
PCA,0.5181818182,0.0176695512,0.5748917749,0.04340029251,
