method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.5202380952,0.02022275271,0.5982683983,0.06621183464,
KMeans,0.5133116883,0.01537253758,0.5841991342,0.05393651018,
LogReg,0.9482683983,0.02336660038,0.9884199134,0.01028764904,
PCA,0.5133116883,0.01537253758,0.5841991342,0.05393651018,
