row,positive-neutral_mean,positive-neutral_std,neutral-negative_mean,neutral-negative_std,positive-negative_mean,positive-negative_std,n_seeds
positive-neutral,1,0,-0.8263999567,0.0001626633772,-0.1572392272,4.446875328e-05,3
neutral-negative,-0.8263999567,0.0001626633772,1,0,0.7274992251,0.0002441468225,3
positive-negative,-0.1572392272,4.446875328e-05,0.7274992251,0.0002441468225,1,0,3
