method,raw_mean,raw_sd,centered_mean,centered_sd,paper_ref
MeanDiff,0.836038961,0.02169366828,0.9060606061,0.01979247575,
KMeans,0.6423160173,0.03444552048,0.8406926407,0.02002778659,
LogReg,0.9153679654,0.03530295731,0.966991342,0.008976814439,
PCA,0.7390692641,0.03606738736,0.8383116883,0.03721810962,
